chr7	0	100761	272	22841	100761	0.2266849	1.21466868100679
chr7	100761	154486	188	15276	53725	0.2843369	0.843891314795944
chr7	154486	207016	166	14264	52530	0.2715401	0.821215006553056
chr7	207016	315187	202	17272	108171	0.1596731	1.0250136323319
chr7	315187	368675	224	18402	53488	0.3440398	1.02250995814601
chr7	368675	422347	183	15069	53672	0.2807609	0.901543639832514
chr7	422347	478317	205	16395	55970	0.2929248	0.961511352572987
chr7	478317	532767	202	16801	54450	0.3085583	0.980880491788322
chr7	532767	584180	187	15644	51413	0.304281	0.955126744217738
chr7	584180	637620	199	16853	53440	0.315363	0.970572132408962
chr7	637620	695707	225	18373	58087	0.3163014	1.03514403319344
chr7	695707	754637	246	20176	58930	0.3423723	1.1172660127971
chr7	754637	812251	221	18219	57614	0.3162252	1.00491221600175
chr7	812251	872392	248	20913	60141	0.3477328	1.11989219258806
chr7	872392	928231	220	18029	55839	0.3228747	1.00518226976116
chr7	928231	986118	207	16019	57887	0.2767288	1.07772012496628
chr7	986118	1042556	222	18674	56438	0.3308764	1.11839531929291
chr7	1042556	1099100	240	19497	56544	0.3448111	1.23675638235128
chr7	1099100	1153567	178	14169	54467	0.2601392	0.872742388624741
chr7	1153567	1216384	219	18844	62817	0.2999825	0.999213720083575
chr7	1216384	1276452	237	19595	60068	0.3262136	1.0866119919103
chr7	1276452	1331832	203	16400	55380	0.2961358	1.0094709859223
chr7	1331832	1387653	227	17660	55821	0.3163684	1.08949474028441
chr7	1387653	1442131	130	11497	54478	0.2110393	0.609522379894673
chr7	1442131	1495309	142	12319	53178	0.231656	0.735217003247568
chr7	1495309	1547224	191	16016	51915	0.3085043	1.06524417570388
chr7	1547224	1603119	201	17196	55895	0.3076483	1.02160668942188
chr7	1603119	1658600	218	17805	55481	0.3209207	1.00900724427865
chr7	1658600	1713641	249	18965	55041	0.3445613	1.19109145095058
chr7	1713641	1766107	219	17596	52466	0.3353791	0.998745348844445
chr7	1766107	1822067	251	20420	55960	0.3649035	1.15592566343485
chr7	1822067	1890318	288	24136	68251	0.3536358	1.29819807113756
chr7	1890318	1946217	245	19607	55899	0.3507576	1.22053209201999
chr7	1946217	1998011	167	13556	51794	0.2617292	0.835580510797648
chr7	1998011	2051442	208	16976	53431	0.3177182	0.981283314944309
chr7	2051442	2105464	173	15356	54022	0.2842546	0.80011793792165
chr7	2105464	2157226	214	17470	51762	0.3375063	1.03986052166864
chr7	2157226	2210584	160	14240	53358	0.2668766	0.754762644968186
chr7	2210584	2264234	226	18494	53650	0.3447157	1.01845528933687
chr7	2264234	2323133	286	22369	58899	0.3797857	1.34913197147722
chr7	2323133	2392592	258	22480	69459	0.3236442	1.1535617794318
chr7	2392592	2451575	214	18392	58983	0.3118187	0.974940745944989
chr7	2451575	2513466	259	19504	61891	0.3151347	1.16777195387052
chr7	2513466	2566124	176	14967	52658	0.2842303	0.934811693354685
chr7	2566124	2626896	238	19193	60772	0.3158198	1.09755073766026
chr7	2626896	2681525	236	18655	54629	0.3414853	1.14374486941196
chr7	2681525	2741718	225	18899	60193	0.3139734	1.10726746638317
chr7	2741718	2800458	229	18279	58740	0.3111849	1.02664169991213
chr7	2800458	2854075	234	18792	53617	0.3504859	1.05041003841049
chr7	2854075	2910242	227	19025	56167	0.338722	1.01284360887971
chr7	2910242	2966515	196	16698	56273	0.296732	0.902523512153762
chr7	2966515	3021371	250	20081	54856	0.3660675	1.11877721099813
chr7	3021371	3078064	242	19643	56693	0.3464802	1.08041494493412
chr7	3078064	3132461	244	19907	54397	0.3659577	1.08868289895395
chr7	3132461	3193350	228	19683	60889	0.3232604	1.02277929189314
chr7	3193350	3248604	236	18425	55254	0.33346	1.05307687394629
