chr7	0	1233657027	100761	100761	49891	0.484696238514
chr7	100761	1233757788	154486	53725	49892	0.501284294383
chr7	154486	1233811513	207016	52530	49892	0.582494146314
chr7	207016	1233864043	315187	108171	49891	0.594254968026
chr7	315187	1233972214	368675	53488	49892	0.526369907832
chr7	368675	1234025702	422347	53672	49892	0.58040355486
chr7	422347	1234079374	478317	55970	49892	0.550678029694
chr7	478317	1234135344	532767	54450	49891	0.572753484784
chr7	532767	1234189794	584180	51413	49892	0.597055276773
chr7	584180	1234241207	637620	53440	49892	0.575157650493
chr7	637620	1234294647	695707	58087	49892	0.534482164991
chr7	695707	1234352734	754637	58930	49891	0.520320374675
chr7	754637	1234411664	812251	57614	49892	0.521808556799
chr7	812251	1234469278	872392	60141	49892	0.5122377041
chr7	872392	1234529419	928231	55839	49892	0.527399713467
chr7	928231	1234585258	986118	57887	49891	0.604805831951
chr7	986118	1234643145	1042556	56438	49892	0.591062917486
chr7	1042556	1234699583	1099100	56544	49892	0.600725086215
chr7	1099100	1234756127	1153567	54467	49892	0.577954028053
chr7	1153567	1234810594	1216384	62817	49891	0.525836543666
chr7	1216384	1234873411	1276452	60068	49892	0.531072599844
chr7	1276452	1234933479	1331832	55380	49892	0.585020133259
chr7	1331832	1234988859	1387653	55821	49892	0.566013399735
chr7	1387653	1235044680	1442131	54478	49891	0.55041392096
chr7	1442131	1235099158	1495309	53178	49892	0.602625096373
chr7	1495309	1235152336	1547224	51915	49892	0.628476770167
chr7	1547224	1235204251	1603119	55895	49892	0.59496207242
chr7	1603119	1235260146	1658600	55481	49891	0.540012977182
chr7	1658600	1235315627	1713641	55041	49892	0.56396933251
chr7	1713641	1235370668	1766107	52466	49892	0.52530161816
chr7	1766107	1235423134	1822067	55960	49892	0.535444327299
chr7	1822067	1235479094	1890318	68251	49891	0.509333059837
chr7	1890318	1235547345	1946217	55899	49892	0.585885509839
chr7	1946217	1235603244	1998011	51794	49892	0.587933198185
chr7	1998011	1235655038	2051442	53431	49892	0.554873484054
chr7	2051442	1235708469	2105464	54022	49891	0.539344353331
chr7	2105464	1235762491	2157226	51762	49892	0.573131387284
chr7	2157226	1235814253	2210584	53358	49892	0.554807998651
chr7	2210584	1235867611	2264234	53650	49892	0.508881474716
chr7	2264234	1235921261	2323133	58899	49891	0.55480475382
chr7	2323133	1235980160	2392592	69459	49892	0.490310970343
chr7	2392592	1236049619	2451575	58983	49892	0.524108232741
chr7	2451575	1236108602	2513466	61891	49892	0.509758934919
chr7	2513466	1236170493	2566124	52658	49891	0.61227900264
chr7	2566124	1236223151	2626896	60772	49892	0.536718608593
chr7	2626896	1236283923	2681525	54629	49892	0.571663920923
chr7	2681525	1236338552	2741718	60193	49892	0.579858457654
chr7	2741718	1236398745	2800458	58740	49891	0.49834017126
chr7	2800458	1236457485	2854075	53617	49892	0.452553247044
chr7	2854075	1236511102	2910242	56167	49892	0.4730095428
chr7	2910242	1236567269	2966515	56273	49892	0.535327149305
chr7	2966515	1236623542	3021371	54856	49891	0.493337222232
chr7	3021371	1236678398	3078064	56693	49892	0.465887042721
chr7	3078064	1236735091	3132461	54397	49892	0.473601970661
chr7	3132461	1236789488	3193350	60889	49892	0.453654130399
chr7	3193350	1236850377	3248604	55254	49891	0.477748620034
chr7	3248604	1236905631	3305567	56963	49892	0.438031037146
chr7	3305567	1236962594	3360304	54737	49892	0.441612773576
chr7	3360304	1237017331	3412298	51994	49892	0.384210020194
chr7	3412298	1237069325	3464037	51739	49891	0.383049864708
chr7	3464037	1237121064	3515150	51113	49892	0.380365457605
chr7	3515150	1237172177	3566705	51555	49892	0.377259678796
chr7	3566705	1237223732	3618366	51661	49892	0.396713251519
chr7	3618366	1237275393	3674532	56166	49891	0.401249844215
chr7	3674532	1237331559	3728071	53539	49892	0.412607396339
chr7	3728071	1237385098	3780463	52392	49892	0.393754890921
chr7	3780463	1237437490	3833011	52548	49891	0.402138956022
chr7	3833011	1237490038	3888704	55693	49892	0.415807806945
chr7	3888704	1237545731	3941570	52866	49892	0.421869975599
chr7	3941570	1237598597	3994404	52834	49892	0.453298003218
chr7	3994404	1237651431	4048678	54274	49891	0.478968217411
chr7	4048678	1237705705	4102529	53851	49892	0.438535244745
chr7	4102529	1237759556	4156584	54055	49892	0.491342311677
chr7	4156584	1237813611	4209929	53345	49892	0.515221384921
chr7	4209929	1237866956	4263331	53402	49891	0.527404827444
chr7	4263331	1237920358	4318071	54740	49892	0.501963793135
chr7	4318071	1237975098	4377357	59286	49892	0.450199875183
chr7	4377357	1238034384	4434213	56856	49892	0.444131769175
chr7	4434213	1238091240	4492385	58172	49891	0.425764529937
chr7	4492385	1238149412	4553515	61130	49892	0.453223405473
chr7	4553515	1238210542	4611985	58470	49892	0.44598176874
chr7	4611985	1238269012	4691120	79135	49892	0.467385260817
chr7	4691120	1238348147	4750318	59198	49891	0.484839270934
chr7	4750318	1238407345	4805542	55224	49892	0.534848347669
chr7	4805542	1238462569	4861713	56171	49892	0.575179804885
chr7	4861713	1238518740	4918797	57084	49892	0.499605850924
chr7	4918797	1238575824	4979738	60941	49891	0.497276098586
